taxon	min	max
t129_1	0	0
t90_1	0	0
t402_1	0	0
t277_1	0	0
t204_1	0	0
t189_1	0	0
t33_1	0	0
t370_1	0	0
t376_1	0	0
t412_1	0	0
t21_1	0	0
t140_1	0	0
t384_2	0	0
t391_3	0	0
t71_1	0	0
t430_1	0	0
t259_1	0	0
t399_1	0	0
t404_1	0	0
t209_1	0	0
t40_1	0	0
t159_1	0	0
t5_1	0	0
t173_1	0	0
t369_1	0	0
t51_1	0	0
t307_1	0	0
t379_1	0	0
t149_1	0	0
t254_1	0	0
t388_1	0	0
t190_1	0	0
t323_1	0	0
t74_1	0	0
t276_1	0	0
t86_1	0	0
t13_1	0	0
t105_1	0	0
t28_1	0	0
t249_2	0	0
t10_1	0	0
t153_1	0	0
t38_1	0	0
t61_1	0	0
t355_1	0	0
t187_1	0	0
t42_1	0	0
t284_1	0	0
t346_1	0	0
t89_1	0	0
t262_2	0	0
t138_1	0	0
t393_1	0	0
t275_1	0	0
t407_1	0	0
t302_2	0	0
t123_1	0	0
t287_1	0	0
t410_1	0	0
t175_1	0	0
t7_1	0	0
t389_1	0	0
t167_1	0	0
t288_1	0	0
t176_1	0	0
t18_1	0	0
t95_1	0	0
t115_1	0	0
t319_1	0	0
t142_1	0	0
t311_1	0	0
t310_1	0	0
t116_1	0	0
t70_1	0	0
t102_2	0	0
t63_1	0	0
t375_1	0	0
t104_1	0	0
t428_1	0	0
t226_1	0	0
t191_1	0	0
t211_1	0	0
t119_1	0	0
t163_1	0	0
